grid_id,yolcu_per_stop_weekday,sefer_per_stop_weekday,kapasite_per_stop_weekday,doluluk_orani_weekday,kapasite_kullanimi_weekday,stop_count_weekday,yolcu_per_stop_weekend,sefer_per_stop_weekend,kapasite_per_stop_weekend,doluluk_orani_weekend,kapasite_kullanimi_weekend,stop_count_weekend,util_change,high_weekend_variance
39.5676_32.7882,0.4327873570682005,0.010106142606114673,1.4179695272450918,32.93012048192771,30.52316476675355,15.090361445783133,0.24028009710684128,0.0058909257103137375,0.8320694797110858,28.576119402985075,28.624285294029495,15.0,1.8988794727240546,False
39.5676_32.8,0.4327873570682005,0.010106142606114673,1.4179695272450918,32.93012048192771,30.52316476675355,15.090361445783133,0.24028009710684128,0.0058909257103137375,0.8320694797110858,28.576119402985075,28.624285294029495,15.0,1.8988794727240546,False
39.5676_32.8118,0.18471835101600428,0.006386955069745909,0.8827677447529992,21.0,20.960106720226346,4.024096385542169,0.11604557171498578,0.0041052732075231,0.5780797505012252,20.34328358208955,20.328713574982235,4.0,0.631393145244111,False
39.5676_32.8471,0.4299256880466256,0.013758241981639172,1.9171480995698964,17.282471348809874,23.24676093656039,22.759036144578314,0.3949189186244265,0.013000247608659291,1.820745907509069,20.443696153379445,21.18722830389414,14.895522388059701,2.0595326326662473,False
39.5766_32.7882,0.4327873570682005,0.010106142606114673,1.4179695272450918,32.93012048192771,30.52316476675355,35.21084337349398,0.24028009710684128,0.0058909257103137375,0.8320694797110858,28.576119402985075,28.624285294029495,35.0,1.8988794727240546,False
39.5766_32.8,0.4650131007207986,0.011068767551399301,1.5529016441288508,32.532756024096386,29.960034578482,32.19277108433735,0.25523712373222796,0.006261724460157586,0.8844381146056556,28.57929104477612,28.59965230161479,32.0,1.3603822768672096,False
39.5766_32.8824,0.3147100469032478,0.00789358904663772,1.103699161809884,28.572289156626507,28.557315170483303,2.0120481927710845,0.1480947831670608,0.0040406571549387775,0.5656920016914379,26.26865671641791,26.258884150675197,2.0,2.298431019808106,False
39.5856_32.6588,0.15555352896408495,0.003946167709402917,0.5516595780015191,31.379518072289155,28.25312972765715,5.030120481927711,0.09144200229411183,0.0031773265849998596,0.4543854243538142,20.441791044776117,19.866263595825416,5.0,8.386866131831734,False
39.5856_32.8471,0.675617449910625,0.02084378190390878,2.905629006124385,21.00602409638554,23.38749263259381,4.469879518072289,0.4966830965296207,0.016161091536781858,2.263091614331443,21.903980099502487,21.849765433574895,3.746268656716418,1.5377271990189136,False
39.5946_32.5412,0.11605937754312137,0.002493499533554247,0.3484746233699212,33.463855421686745,33.47113689357473,5.030120481927711,0.06197595219946392,0.002003983378002861,0.29189308810150233,20.82089552238806,20.787637776720466,5.0,12.683499116854264,False
39.5946_32.8353,0.659485496484877,0.0153998363521748,2.160715470087759,32.93012048192771,30.52316476675355,15.090361445783133,0.366141100353282,0.00897664870143048,1.267915397654988,28.576119402985075,28.624285294029495,15.0,1.8988794727240546,False
39.5946_32.8471,0.647469756102248,0.01687028839871654,2.360795996295471,29.614624886099016,27.41309366824758,34.65060240963855,0.36167560609983673,0.010342598649420559,1.4556513900271575,25.626723145160373,24.596249332083396,33.74626865671642,2.816844336164184,False
39.5946_32.8588,0.05767451454755186,0.0022229876954626797,0.3090073058190207,18.60542168674699,18.56629677681786,2.0120481927710845,0.019579628453477247,0.0013496348046998523,0.188631311527469,10.402985074626866,10.382820918449228,2.0,8.183475858368633,False
39.5946_33.0824,0.32113807485390117,0.005697396784298867,0.9922630206584065,35.08433734939759,35.069829628511464,2.0120481927710845,0.17452020182917138,0.0031545264049746137,0.7847735473670675,24.313432835820894,24.23454157782516,2.0,10.835288050686305,False
39.6036_32.6706,0.9405904039438177,0.02927052123839267,4.093198189583732,23.042168674698797,23.054534485476342,1.0060240963855422,0.6279186080181105,0.023612098238963854,3.3130643080891833,18.925373134328357,18.93786866849861,1.0,4.116665816977733,False
39.6036_32.8353,0.4890777880331173,0.012588881314059497,1.762456909896877,30.542670682730922,27.765865016951366,6.036144578313253,0.2549443589921043,0.007409918511327248,1.043955538904326,25.54726368159204,24.111155036844377,6.0,3.6547099801069898,False
39.6036_32.8471,0.4890777880331172,0.012588881314059497,1.762456909896877,30.542670682730922,27.765865016951366,12.072289156626505,0.2549443589921043,0.007409918511327248,1.043955538904326,25.54726368159204,24.111155036844377,12.0,3.6547099801069898,False
39.6036_32.8588,0.26225837241937316,0.0065779908721980435,0.9197493015082365,28.572289156626507,28.557315170483303,2.0120481927710845,0.12341231930588396,0.003367214295782324,0.4714100014095316,26.26865671641791,26.258884150675197,2.0,2.298431019808106,False
39.6036_32.8706,0.05767451454755186,0.0022229876954626797,0.3090073058190207,18.60542168674699,18.56629677681786,2.0120481927710845,0.019579628453477247,0.0013496348046998523,0.188631311527469,10.402985074626866,10.382820918449228,2.0,8.183475858368633,False
39.6126_32.6824,0.6336331814651591,0.01928937628948446,2.698676501089004,24.042168674698797,23.511818659761897,2.0120481927710845,0.3657605198001473,0.014165488057911794,1.9868536054247747,17.350746268656717,18.40256677015501,2.0,5.109251889606888,False
39.6126_32.6941,0.6336331814651591,0.01928937628948446,2.698676501089004,24.042168674698797,23.511818659761897,4.024096385542169,0.3657605198001473,0.014165488057911794,1.9868536054247747,17.350746268656717,18.40256677015501,4.0,5.109251889606888,False
39.6126_32.8235,0.9094850287258415,0.028058937178338707,3.911423662090518,21.00602409638554,23.38749263259381,26.819277108433734,0.6686118607129511,0.021755315530283263,3.0464694808307886,21.903980099502487,21.849765433574895,22.47761194029851,1.5377271990189136,False
